model_id,task,method,budget,n,runtime_sec_mean,runtime_sec_sum,train_runtime_sec_mean,inference_runtime_sec_mean,model_load_sec_mean
Qwen/Qwen3-1.7B,rte,ICL,2,5,24.709237293999468,123.54618646999734,,24.709237293999468,
Qwen/Qwen3-1.7B,rte,ICL,32,5,17.849118023205666,89.24559011602832,,17.849118023205666,
Qwen/Qwen3-1.7B,rte,ICL,4,5,22.328197957397787,111.64098978698894,,22.328197957397787,
Qwen/Qwen3-1.7B,rte,ICL,8,5,15.215109065400611,76.07554532700306,,15.215109065400611,
Qwen/Qwen3-1.7B,rte,LoRA,1,5,32.24815583161253,161.24077915806265,0.12919939540151973,31.371087913603695,0.747868522607314
Qwen/Qwen3-1.7B,rte,LoRA,16,5,34.105509911998524,170.52754955999262,1.5362709496024762,31.86227913059265,0.7069598318033968
Qwen/Qwen3-1.7B,rte,LoRA,2,5,33.061393902394045,165.30696951197024,0.2099881955960882,32.1513786601965,0.7000270466014626
Qwen/Qwen3-1.7B,rte,LoRA,32,5,35.57015850819444,177.85079254097218,2.985006479397998,31.8892889869996,0.6958630417968379
Qwen/Qwen3-1.7B,rte,LoRA,4,5,32.681544878403656,163.40772439201828,0.4077755309990607,31.540356656801304,0.7334126906032907
Qwen/Qwen3-1.7B,rte,LoRA,8,5,33.36859087020421,166.84295435102104,0.7796679969978868,31.859057350204967,0.7298655230013538
Qwen/Qwen3-1.7B,sst2,ICL,0,5,24.662274529397838,123.31137264698918,,24.662274529397838,
Qwen/Qwen3-1.7B,sst2,ICL,1,5,24.799714921995474,123.99857460997737,,24.799714921995474,
Qwen/Qwen3-1.7B,sst2,ICL,16,5,24.975167538803362,124.87583769401681,,24.975167538803362,
Qwen/Qwen3-1.7B,sst2,ICL,2,5,24.762842334600283,123.81421167300141,,24.762842334600283,
Qwen/Qwen3-1.7B,sst2,ICL,32,5,24.923511885802146,124.61755942901073,,24.923511885802146,
Qwen/Qwen3-1.7B,sst2,ICL,4,5,24.928367255599007,124.64183627799503,,24.928367255599007,
